Start,Stop,Midpoint
"(200, 164)","(125, 125)","(161, 146)"
"(72, 86)","(9, 17)","(36, 56)"
"(111, 181)","(192, 149)","(156, 170)"
"(25, 61)","(175, 118)","(97, 92)"
"(113, 3)","(39, 209)","(77, 107)"
"(201, 140)","(86, 230)","(161, 202)"
"(26, 83)","(255, 159)","(160, 101)"
"(132, 114)","(11, 130)","(77, 127)"
"(5, 193)","(245, 58)","(111, 112)"
"(102, 41)","(208, 46)","(157, 41)"
"(183, 248)","(68, 128)","(147, 167)"
"(123, 68)","(247, 4)","(178, 29)"
"(255, 101)","(241, 221)","(254, 167)"
"(198, 214)","(224, 121)","(219, 176)"
"(169, 98)","(133, 154)","(148, 123)"
"(142, 162)","(238, 47)","(205, 120)"
"(51, 18)","(190, 174)","(113, 103)"
"(174, 122)","(148, 106)","(158, 117)"
"(54, 255)","(130, 87)","(77, 156)"
"(9, 2)","(227, 76)","(127, 30)"
"(49, 207)","(85, 118)","(74, 170)"
"(99, 141)","(151, 201)","(123, 173)"
"(164, 54)","(88, 113)","(130, 87)"
"(130, 67)","(241, 168)","(189, 114)"
"(66, 24)","(98, 82)","(89, 46)"
"(110, 84)","(62, 17)","(89, 48)"
"(68, 210)","(122, 54)","(91, 128)"
"(65, 165)","(156, 18)","(121, 102)"
"(188, 68)","(166, 38)","(176, 54)"
"(199, 186)","(242, 61)","(209, 112)"
"(174, 61)","(15, 130)","(83, 84)"
"(76, 40)","(213, 183)","(165, 91)"
"(120, 36)","(18, 248)","(76, 149)"
"(89, 75)","(114, 154)","(109, 107)"
"(72, 141)","(87, 142)","(80, 141)"
"(214, 210)","(88, 201)","(153, 204)"
"(90, 113)","(56, 234)","(74, 174)"
"(253, 1)","(14, 45)","(135, 24)"
"(160, 72)","(80, 199)","(107, 122)"
"(121, 196)","(123, 238)","(123, 216)"
"(252, 218)","(200, 61)","(227, 139)"
"(236, 72)","(119, 107)","(172, 84)"
"(188, 224)","(238, 80)","(199, 138)"
"(79, 184)","(123, 140)","(103, 164)"
"(128, 22)","(220, 46)","(167, 41)"
"(225, 97)","(36, 1)","(136, 44)"
"(71, 240)","(29, 10)","(54, 121)"
"(175, 78)","(225, 131)","(201, 103)"
"(226, 85)","(251, 27)","(234, 52)"
"(230, 238)","(45, 172)","(140, 203)"
"(1, 120)","(30, 222)","(16, 170)"
"(203, 101)","(56, 189)","(155, 170)"
"(146, 227)","(77, 68)","(104, 155)"
"(53, 49)","(188, 82)","(126, 60)"
"(212, 31)","(251, 65)","(222, 57)"
"(113, 152)","(182, 181)","(147, 167)"
"(226, 81)","(38, 123)","(126, 96)"
"(178, 214)","(37, 54)","(98, 144)"
"(153, 183)","(40, 226)","(100, 208)"
"(161, 66)","(182, 66)","(171, 66)"
"(4, 32)","(14, 101)","(10, 65)"
"(88, 239)","(221, 219)","(152, 227)"
"(64, 68)","(237, 66)","(151, 70)"
"(152, 107)","(8, 230)","(78, 166)"
"(38, 219)","(170, 55)","(94, 127)"
"(36, 210)","(215, 109)","(139, 173)"
"(66, 85)","(92, 105)","(83, 91)"
"(165, 54)","(236, 18)","(211, 47)"
"(109, 182)","(82, 164)","(99, 170)"
"(239, 204)","(157, 103)","(217, 135)"
"(102, 14)","(104, 69)","(104, 40)"
"(204, 50)","(64, 83)","(131, 63)"
"(105, 215)","(193, 191)","(151, 205)"
"(10, 115)","(100, 170)","(61, 136)"
"(28, 108)","(41, 233)","(29, 176)"
"(255, 38)","(106, 249)","(183, 146)"
"(130, 133)","(47, 126)","(90, 128)"
"(148, 125)","(70, 201)","(104, 158)"
"(152, 55)","(225, 216)","(195, 129)"
"(89, 231)","(147, 247)","(118, 239)"
"(74, 167)","(230, 238)","(150, 204)"
"(105, 189)","(118, 232)","(108, 214)"
"(142, 230)","(28, 246)","(81, 234)"
"(242, 60)","(123, 26)","(178, 48)"
"(174, 23)","(193, 62)","(179, 47)"
"(117, 198)","(130, 232)","(124, 214)"
"(86, 212)","(236, 6)","(138, 86)"
"(24, 114)","(57, 236)","(30, 185)"
"(216, 113)","(228, 151)","(222, 132)"
"(219, 109)","(15, 254)","(112, 176)"
"(52, 254)","(171, 247)","(113, 252)"
"(31, 211)","(178, 142)","(104, 176)"
"(193, 239)","(187, 22)","(188, 133)"
"(165, 23)","(85, 47)","(129, 39)"
"(46, 15)","(155, 46)","(107, 24)"
"(45, 167)","(54, 146)","(48, 155)"
"(72, 1)","(178, 190)","(151, 69)"
"(95, 5)","(151, 227)","(122, 117)"
"(202, 235)","(21, 67)","(106, 157)"
"(235, 141)","(201, 138)","(220, 138)"
"(133, 132)","(56, 218)","(99, 179)"
"(228, 10)","(61, 221)","(124, 95)"
"(144, 100)","(216, 73)","(177, 84)"
"(87, 207)","(91, 99)","(90, 154)"
"(105, 133)","(47, 193)","(78, 165)"
"(192, 125)","(167, 109)","(183, 114)"
"(160, 84)","(7, 16)","(110, 24)"
"(222, 63)","(231, 244)","(229, 151)"
"(193, 183)","(159, 102)","(169, 150)"
"(200, 4)","(38, 229)","(111, 108)"
"(63, 38)","(193, 247)","(111, 159)"
"(138, 133)","(30, 190)","(70, 147)"
"(187, 18)","(165, 96)","(170, 51)"
"(49, 244)","(135, 16)","(91, 129)"
"(166, 11)","(120, 24)","(147, 21)"
"(201, 0)","(33, 20)","(127, 21)"
"(74, 208)","(127, 214)","(97, 214)"
"(112, 230)","(111, 198)","(112, 214)"
"(208, 27)","(48, 79)","(130, 55)"
"(81, 203)","(35, 34)","(68, 109)"
"(160, 181)","(174, 173)","(170, 180)"
"(48, 167)","(62, 72)","(54, 119)"
"(160, 14)","(7, 104)","(104, 79)"
"(37, 6)","(37, 109)","(37, 57)"
"(144, 72)","(72, 216)","(92, 128)"
"(3, 160)","(206, 26)","(118, 107)"
"(197, 220)","(86, 204)","(148, 206)"
"(226, 237)","(68, 113)","(147, 175)"
"(229, 41)","(163, 240)","(199, 143)"
"(131, 133)","(116, 102)","(126, 115)"
"(121, 43)","(128, 29)","(124, 36)"
"(56, 209)","(189, 101)","(140, 173)"
"(193, 241)","(214, 158)","(208, 204)"
"(187, 163)","(203, 60)","(202, 119)"
"(138, 106)","(244, 48)","(198, 84)"
"(188, 104)","(224, 202)","(202, 157)"
"(209, 249)","(245, 216)","(219, 225)"
"(69, 148)","(172, 97)","(111, 113)"
"(128, 228)","(146, 103)","(142, 171)"
"(143, 211)","(48, 71)","(96, 141)"
"(126, 80)","(167, 4)","(156, 52)"
"(84, 207)","(74, 245)","(79, 226)"
"(10, 122)","(167, 221)","(104, 156)"
"(221, 49)","(53, 87)","(131, 62)"
"(151, 185)","(253, 143)","(201, 163)"
"(60, 182)","(90, 241)","(75, 211)"
"(217, 241)","(53, 100)","(139, 167)"
"(65, 245)","(231, 5)","(121, 98)"
"(218, 172)","(126, 118)","(165, 152)"
"(150, 118)","(49, 211)","(102, 167)"
"(254, 164)","(147, 68)","(192, 125)"
"(13, 154)","(3, 161)","(6, 155)"
"(249, 102)","(4, 122)","(117, 99)"
"(193, 171)","(242, 85)","(208, 119)"
"(41, 68)","(24, 85)","(36, 80)"
"(86, 130)","(152, 149)","(119, 139)"
"(140, 181)","(188, 234)","(165, 206)"
"(151, 149)","(161, 122)","(156, 136)"
"(133, 60)","(225, 61)","(178, 61)"
"(47, 122)","(66, 142)","(53, 135)"
"(109, 251)","(68, 61)","(90, 155)"
"(55, 130)","(63, 243)","(57, 188)"
"(128, 138)","(215, 102)","(171, 120)"
"(87, 53)","(197, 229)","(118, 165)"
"(107, 152)","(49, 99)","(78, 126)"
"(177, 9)","(151, 124)","(152, 54)"
"(199, 16)","(180, 22)","(188, 17)"
"(0, 21)","(182, 72)","(113, 24)"
"(48, 187)","(137, 46)","(98, 122)"
"(58, 217)","(27, 135)","(36, 183)"
"(157, 205)","(254, 157)","(192, 168)"
"(34, 126)","(68, 14)","(41, 60)"
"(179, 103)","(174, 22)","(174, 65)"
"(13, 67)","(113, 37)","(53, 42)"
"(216, 1)","(193, 133)","(208, 70)"
"(56, 100)","(14, 231)","(28, 158)"
"(107, 213)","(209, 7)","(134, 86)"
"(90, 143)","(187, 231)","(149, 176)"
"(198, 105)","(190, 99)","(192, 104)"
"(34, 128)","(2, 103)","(22, 112)"
"(107, 118)","(142, 111)","(126, 116)"
"(112, 180)","(189, 35)","(145, 102)"
"(190, 187)","(249, 87)","(204, 122)"
"(216, 21)","(246, 203)","(223, 120)"
"(121, 148)","(230, 167)","(172, 161)"
"(155, 208)","(232, 121)","(197, 168)"
"(77, 11)","(112, 16)","(94, 14)"
"(223, 78)","(192, 122)","(210, 102)"
"(213, 22)","(150, 204)","(175, 106)"
"(28, 250)","(195, 247)","(113, 250)"
"(22, 239)","(135, 144)","(84, 197)"
"(15, 199)","(192, 49)","(98, 119)"
"(66, 17)","(159, 2)","(108, 5)"
"(21, 31)","(97, 154)","(53, 98)"
"(170, 46)","(127, 184)","(145, 111)"
"(222, 33)","(151, 68)","(173, 37)"
"(196, 106)","(230, 160)","(215, 131)"
"(32, 198)","(141, 19)","(98, 120)"
"(251, 2)","(102, 97)","(166, 39)"
"(143, 162)","(18, 180)","(88, 178)"
"(142, 120)","(164, 222)","(155, 169)"
"(128, 216)","(252, 247)","(205, 216)"
"(181, 149)","(2, 92)","(84, 128)"
"(156, 194)","(94, 153)","(133, 166)"
"(203, 202)","(201, 46)","(201, 125)"
"(91, 191)","(46, 47)","(73, 115)"
"(181, 213)","(91, 29)","(109, 148)"
"(62, 13)","(44, 210)","(54, 112)"
"(52, 242)","(153, 101)","(110, 179)"
"(190, 40)","(72, 177)","(121, 98)"
"(73, 215)","(194, 48)","(111, 109)"
"(112, 240)","(142, 154)","(142, 212)"
"(103, 53)","(248, 134)","(170, 99)"
"(173, 112)","(231, 183)","(216, 133)"
"(236, 223)","(35, 55)","(114, 161)"
"(145, 42)","(91, 36)","(115, 42)"
"(216, 237)","(79, 12)","(173, 99)"
"(110, 196)","(57, 58)","(82, 129)"
"(228, 185)","(241, 7)","(229, 91)"
"(251, 114)","(97, 119)","(173, 115)"
"(244, 24)","(33, 197)","(123, 95)"
"(166, 66)","(76, 66)","(121, 67)"
"(209, 28)","(185, 73)","(187, 40)"
"(35, 158)","(133, 86)","(91, 129)"
"(14, 12)","(182, 39)","(99, 24)"
"(246, 157)","(166, 73)","(193, 128)"
"(198, 2)","(46, 191)","(122, 96)"
"(230, 86)","(84, 119)","(147, 92)"
"(131, 81)","(84, 199)","(105, 137)"
"(180, 227)","(144, 181)","(164, 202)"
"(47, 157)","(201, 156)","(124, 157)"
"(25, 157)","(192, 202)","(122, 166)"
"(135, 240)","(165, 166)","(142, 195)"
"(233, 172)","(209, 244)","(224, 211)"
"(48, 99)","(182, 216)","(112, 160)"
"(158, 51)","(40, 171)","(102, 114)"
"(179, 143)","(241, 26)","(216, 91)"
"(44, 189)","(177, 148)","(118, 176)"
"(58, 74)","(142, 112)","(101, 92)"
"(18, 124)","(107, 233)","(75, 166)"
"(24, 3)","(242, 177)","(153, 70)"
"(22, 15)","(93, 197)","(59, 104)"
"(248, 43)","(75, 197)","(129, 87)"
"(38, 127)","(112, 37)","(78, 85)"
"(226, 56)","(133, 245)","(193, 164)"
"(6, 160)","(164, 208)","(78, 191)"
"(183, 78)","(205, 87)","(191, 85)"
"(73, 120)","(116, 158)","(93, 140)"
"(20, 208)","(187, 64)","(94, 127)"
"(214, 171)","(240, 2)","(228, 88)"
"(210, 80)","(87, 255)","(166, 185)"
"(10, 141)","(187, 94)","(84, 103)"
"(81, 233)","(174, 140)","(140, 199)"
"(193, 127)","(209, 216)","(207, 165)"
"(138, 121)","(225, 37)","(192, 90)"
"(75, 140)","(3, 164)","(41, 154)"
"(58, 52)","(151, 151)","(107, 99)"
"(33, 114)","(239, 31)","(130, 67)"
"(128, 127)","(32, 245)","(84, 190)"
"(151, 166)","(143, 125)","(149, 144)"
"(102, 49)","(64, 111)","(84, 81)"
"(239, 244)","(35, 172)","(142, 203)"
"(250, 95)","(159, 253)","(194, 163)"
"(26, 181)","(16, 50)","(21, 116)"
"(137, 62)","(226, 111)","(170, 98)"
"(2, 190)","(105, 108)","(58, 154)"
"(45, 218)","(181, 58)","(98, 123)"
"(40, 130)","(163, 78)","(95, 98)"
"(222, 156)","(14, 166)","(118, 161)"
"(134, 142)","(195, 158)","(163, 151)"
"(23, 178)","(158, 209)","(81, 203)"
"(190, 30)","(118, 249)","(150, 135)"
"(91, 66)","(169, 177)","(109, 142)"
"(137, 130)","(218, 49)","(159, 71)"
"(23, 170)","(12, 230)","(19, 201)"
"(94, 11)","(77, 5)","(84, 10)"
"(128, 14)","(88, 167)","(113, 95)"
"(31, 112)","(95, 55)","(54, 75)"
"(123, 24)","(68, 87)","(99, 59)"
"(35, 228)","(34, 213)","(35, 220)"
"(189, 80)","(144, 243)","(164, 159)"
"(23, 149)","(249, 247)","(155, 179)"
"(64, 15)","(40, 173)","(54, 96)"
"(153, 152)","(130, 207)","(144, 182)"
"(143, 251)","(137, 137)","(142, 192)"
"(244, 241)","(249, 178)","(245, 208)"
"(55, 94)","(103, 160)","(80, 126)"
"(101, 241)","(45, 78)","(86, 147)"
"(178, 58)","(58, 198)","(104, 114)"
"(90, 69)","(78, 2)","(80, 40)"
"(231, 184)","(58, 141)","(140, 167)"
"(131, 25)","(236, 173)","(183, 99)"
"(204, 123)","(188, 145)","(195, 133)"
"(184, 27)","(16, 183)","(109, 114)"
"(114, 87)","(1, 92)","(57, 89)"
"(208, 254)","(215, 250)","(211, 252)"
"(26, 169)","(85, 24)","(49, 90)"
"(214, 25)","(112, 204)","(146, 97)"
"(233, 83)","(41, 250)","(97, 126)"
"(208, 124)","(61, 99)","(147, 99)"
"(96, 206)","(37, 54)","(76, 121)"
"(98, 85)","(208, 123)","(161, 96)"
"(105, 118)","(94, 116)","(99, 118)"
"(189, 1)","(65, 67)","(132, 39)"
"(249, 99)","(41, 177)","(135, 128)"
"(59, 252)","(229, 120)","(160, 202)"
"(25, 31)","(170, 111)","(78, 90)"
"(116, 141)","(181, 2)","(151, 74)"
"(235, 163)","(126, 94)","(189, 120)"
"(10, 145)","(198, 1)","(105, 74)"
"(115, 42)","(207, 5)","(155, 18)"
"(157, 126)","(5, 102)","(87, 108)"
"(86, 10)","(56, 58)","(75, 38)"
"(169, 44)","(141, 26)","(149, 41)"
"(114, 205)","(84, 120)","(96, 166)"
"(218, 125)","(130, 250)","(168, 181)"
"(61, 144)","(69, 38)","(66, 92)"
"(92, 24)","(132, 127)","(114, 73)"
"(237, 108)","(21, 30)","(106, 92)"
"(97, 254)","(235, 111)","(166, 183)"
"(188, 204)","(55, 249)","(121, 226)"
"(236, 121)","(165, 81)","(195, 107)"
"(170, 35)","(190, 168)","(183, 98)"
"(214, 80)","(232, 253)","(220, 169)"
"(79, 99)","(137, 96)","(108, 98)"
"(124, 21)","(138, 101)","(131, 61)"
"(47, 152)","(108, 94)","(86, 132)"
"(130, 208)","(70, 191)","(106, 194)"
"(111, 214)","(180, 67)","(164, 159)"
"(241, 104)","(214, 43)","(230, 71)"
"(192, 176)","(18, 225)","(112, 207)"
"(28, 137)","(238, 193)","(132, 166)"
"(166, 50)","(118, 60)","(145, 58)"
"(15, 55)","(54, 37)","(32, 44)"
"(252, 218)","(170, 61)","(217, 134)"
"(230, 167)","(93, 34)","(166, 96)"
"(61, 7)","(192, 220)","(108, 132)"
"(182, 110)","(128, 78)","(163, 86)"
"(207, 65)","(80, 71)","(146, 70)"
"(5, 249)","(40, 198)","(21, 222)"
"(158, 156)","(92, 97)","(141, 111)"
"(64, 168)","(47, 184)","(59, 179)"
"(169, 253)","(90, 33)","(110, 163)"
"(191, 189)","(74, 99)","(115, 162)"
"(86, 88)","(66, 84)","(77, 85)"
"(184, 132)","(35, 36)","(102, 92)"
"(123, 253)","(248, 246)","(188, 252)"
"(83, 10)","(44, 250)","(76, 142)"
"(140, 166)","(225, 85)","(192, 135)"
"(247, 66)","(73, 18)","(157, 45)"
"(154, 104)","(174, 233)","(163, 169)"
"(138, 89)","(217, 136)","(189, 101)"
"(224, 34)","(137, 194)","(195, 128)"
"(64, 203)","(77, 95)","(76, 155)"
"(119, 102)","(161, 219)","(138, 162)"
"(173, 160)","(97, 239)","(140, 204)"
"(40, 116)","(235, 204)","(131, 166)"
"(219, 21)","(57, 75)","(142, 52)"
"(131, 57)","(4, 143)","(70, 102)"
"(131, 86)","(196, 55)","(163, 70)"
"(152, 167)","(116, 171)","(132, 167)"
"(199, 118)","(61, 230)","(141, 185)"
"(173, 208)","(189, 187)","(179, 196)"
"(238, 55)","(218, 193)","(228, 124)"
"(40, 83)","(120, 196)","(83, 136)"
"(157, 213)","(186, 175)","(164, 187)"
"(168, 25)","(185, 72)","(173, 52)"
"(216, 94)","(78, 163)","(121, 102)"
"(223, 247)","(94, 114)","(158, 181)"
"(7, 59)","(88, 202)","(51, 127)"
"(250, 39)","(88, 195)","(137, 85)"
"(155, 11)","(118, 3)","(133, 11)"
"(171, 74)","(120, 243)","(157, 170)"
"(132, 64)","(101, 204)","(107, 124)"
"(19, 133)","(141, 252)","(93, 179)"
"(139, 248)","(100, 41)","(108, 156)"
"(205, 35)","(189, 71)","(195, 51)"
"(207, 215)","(33, 73)","(107, 157)"
"(63, 229)","(6, 23)","(21, 140)"
"(107, 94)","(91, 184)","(104, 144)"
"(182, 169)","(29, 155)","(107, 160)"
"(146, 204)","(48, 219)","(95, 209)"
"(183, 189)","(77, 142)","(130, 166)"
"(187, 153)","(163, 67)","(179, 106)"
"(92, 224)","(131, 220)","(112, 223)"
"(165, 106)","(25, 36)","(78, 88)"
"(69, 82)","(20, 30)","(37, 64)"
"(207, 109)","(48, 201)","(146, 173)"
"(232, 9)","(243, 86)","(233, 52)"
"(93, 26)","(207, 169)","(163, 84)"
"(139, 209)","(251, 27)","(202, 125)"
"(176, 229)","(17, 133)","(98, 180)"
"(107, 125)","(16, 12)","(52, 78)"
"(190, 141)","(183, 206)","(185, 172)"
"(250, 15)","(40, 195)","(129, 89)"
"(27, 58)","(182, 228)","(101, 146)"
"(151, 162)","(191, 112)","(170, 136)"
"(134, 226)","(249, 75)","(196, 155)"
"(15, 100)","(169, 197)","(98, 142)"
"(91, 201)","(11, 78)","(54, 137)"
"(95, 141)","(187, 102)","(143, 124)"
"(183, 228)","(20, 145)","(101, 187)"
"(33, 69)","(165, 164)","(113, 102)"
"(157, 245)","(123, 203)","(140, 224)"
"(219, 188)","(128, 60)","(189, 109)"
"(225, 116)","(130, 171)","(180, 146)"
"(236, 148)","(123, 224)","(172, 178)"
"(184, 86)","(26, 164)","(98, 118)"
"(140, 77)","(71, 38)","(107, 56)"
"(117, 164)","(79, 58)","(98, 111)"
"(225, 167)","(131, 223)","(169, 186)"
"(122, 142)","(109, 204)","(118, 175)"
"(208, 82)","(55, 84)","(133, 84)"
"(233, 78)","(223, 31)","(224, 59)"
"(131, 88)","(133, 7)","(134, 49)"
"(182, 194)","(161, 171)","(168, 186)"
"(38, 82)","(10, 46)","(35, 53)"
"(82, 227)","(236, 50)","(170, 150)"
"(148, 173)","(89, 106)","(109, 149)"
"(94, 83)","(198, 163)","(152, 117)"
"(180, 56)","(193, 146)","(190, 97)"
"(147, 128)","(207, 247)","(176, 188)"
"(216, 25)","(32, 57)","(126, 43)"
"(244, 217)","(35, 119)","(141, 167)"
"(89, 17)","(101, 190)","(91, 106)"
"(48, 71)","(149, 86)","(93, 84)"
"(134, 213)","(79, 210)","(105, 213)"
"(37, 155)","(72, 109)","(58, 136)"
"(226, 101)","(76, 136)","(156, 123)"
"(221, 169)","(211, 67)","(217, 117)"
"(204, 237)","(17, 163)","(113, 198)"
"(58, 205)","(193, 19)","(120, 107)"
"(51, 49)","(187, 194)","(98, 142)"
"(98, 57)","(222, 110)","(160, 83)"
"(209, 48)","(55, 109)","(121, 67)"
"(181, 136)","(212, 12)","(183, 61)"
"(94, 182)","(111, 193)","(102, 188)"
"(238, 241)","(220, 227)","(227, 236)"
"(232, 200)","(29, 39)","(103, 147)"
"(90, 198)","(28, 212)","(61, 207)"
"(45, 84)","(187, 242)","(116, 163)"
"(178, 80)","(170, 135)","(178, 111)"
"(254, 59)","(222, 187)","(237, 122)"
"(168, 72)","(245, 107)","(210, 86)"
"(216, 42)","(152, 12)","(182, 29)"
"(126, 94)","(176, 237)","(148, 168)"
"(93, 139)","(235, 52)","(154, 86)"
"(84, 4)","(67, 96)","(75, 49)"
"(180, 254)","(3, 32)","(94, 141)"
"(111, 224)","(211, 110)","(163, 169)"
"(63, 165)","(132, 93)","(95, 127)"
"(224, 204)","(76, 67)","(120, 166)"
"(162, 150)","(50, 18)","(98, 92)"
"(206, 95)","(104, 63)","(153, 81)"
"(245, 46)","(214, 107)","(230, 77)"
"(119, 133)","(65, 9)","(84, 79)"
"(215, 5)","(98, 12)","(158, 10)"
"(112, 146)","(167, 172)","(132, 166)"
"(98, 94)","(166, 225)","(125, 166)"
"(235, 172)","(205, 186)","(223, 182)"
"(119, 107)","(109, 87)","(111, 100)"
"(154, 127)","(105, 71)","(130, 99)"
"(116, 37)","(255, 23)","(184, 29)"
"(9, 255)","(184, 118)","(101, 191)"
"(19, 177)","(147, 172)","(84, 177)"
"(225, 8)","(65, 151)","(147, 81)"
"(108, 174)","(164, 202)","(144, 180)"
"(188, 96)","(162, 91)","(174, 95)"
"(158, 48)","(212, 132)","(176, 99)"
"(81, 175)","(243, 103)","(170, 147)"
"(19, 236)","(157, 177)","(92, 211)"
"(175, 85)","(64, 37)","(124, 57)"
"(6, 180)","(28, 62)","(21, 125)"
"(101, 80)","(194, 164)","(152, 117)"
"(194, 205)","(112, 129)","(147, 173)"
"(138, 229)","(249, 34)","(199, 137)"
"(136, 247)","(92, 204)","(108, 232)"
"(219, 109)","(231, 78)","(228, 97)"
"(118, 161)","(248, 221)","(180, 194)"
"(8, 66)","(236, 124)","(121, 96)"
"(130, 23)","(234, 41)","(185, 29)"
"(11, 206)","(69, 89)","(29, 137)"
"(49, 118)","(208, 195)","(119, 166)"
"(25, 239)","(197, 165)","(100, 191)"
"(91, 251)","(8, 92)","(36, 185)"
"(178, 124)","(18, 37)","(87, 92)"
"(74, 45)","(195, 22)","(142, 41)"
"(149, 152)","(123, 157)","(136, 154)"
"(56, 201)","(134, 172)","(99, 191)"
"(10, 41)","(186, 98)","(78, 89)"
"(72, 24)","(145, 137)","(97, 92)"
"(249, 246)","(78, 54)","(147, 167)"
"(169, 12)","(36, 203)","(109, 114)"
"(227, 82)","(35, 136)","(118, 96)"
"(176, 10)","(31, 187)","(112, 107)"
"(229, 133)","(236, 213)","(231, 174)"
"(63, 1)","(186, 174)","(112, 100)"
"(212, 27)","(110, 238)","(150, 121)"
"(31, 184)","(147, 198)","(84, 196)"
"(35, 228)","(36, 253)","(35, 241)"
"(115, 204)","(33, 46)","(76, 123)"
"(8, 52)","(242, 244)","(113, 160)"
"(181, 14)","(227, 98)","(205, 55)"
"(92, 175)","(76, 192)","(88, 187)"
"(215, 251)","(16, 200)","(117, 224)"
"(159, 165)","(142, 216)","(143, 183)"
"(54, 136)","(74, 181)","(64, 158)"
"(89, 133)","(182, 176)","(124, 166)"
"(121, 116)","(154, 225)","(137, 171)"
"(11, 50)","(95, 66)","(46, 65)"
"(142, 229)","(176, 23)","(150, 117)"
"(202, 210)","(153, 148)","(171, 186)"
"(198, 9)","(47, 139)","(117, 68)"
"(177, 50)","(204, 23)","(189, 35)"
"(13, 136)","(159, 88)","(77, 103)"
"(175, 18)","(108, 126)","(147, 77)"
"(72, 153)","(255, 156)","(164, 154)"
"(120, 158)","(158, 188)","(145, 167)"
"(137, 64)","(16, 248)","(77, 156)"
"(199, 184)","(121, 141)","(148, 175)"
"(44, 108)","(15, 116)","(27, 109)"
"(34, 120)","(172, 37)","(104, 80)"
"(28, 30)","(1, 113)","(15, 72)"
"(143, 234)","(249, 178)","(188, 198)"
"(203, 54)","(115, 124)","(149, 79)"
"(16, 93)","(110, 189)","(78, 126)"
"(70, 44)","(66, 1)","(69, 22)"
"(52, 172)","(251, 20)","(140, 85)"
"(135, 205)","(240, 217)","(184, 214)"
"(161, 250)","(49, 38)","(103, 146)"
"(248, 236)","(170, 247)","(208, 240)"
"(32, 28)","(113, 105)","(58, 81)"
"(214, 223)","(159, 74)","(198, 137)"
"(112, 142)","(109, 15)","(110, 79)"
"(188, 189)","(7, 104)","(92, 152)"
"(150, 121)","(28, 13)","(73, 83)"
"(66, 46)","(65, 66)","(65, 55)"
"(202, 170)","(78, 193)","(132, 173)"
"(140, 87)","(71, 130)","(111, 114)"
"(140, 226)","(210, 151)","(167, 181)"
"(169, 5)","(107, 33)","(142, 23)"
"(158, 248)","(199, 199)","(184, 229)"
"(13, 59)","(141, 100)","(73, 83)"
"(62, 170)","(21, 34)","(52, 92)"
"(254, 40)","(200, 236)","(227, 138)"
"(39, 39)","(148, 181)","(77, 126)"
"(134, 207)","(102, 246)","(114, 222)"
"(24, 80)","(117, 234)","(83, 144)"
"(21, 46)","(77, 123)","(51, 82)"
"(54, 97)","(232, 73)","(143, 85)"
"(30, 53)","(164, 184)","(86, 129)"
"(59, 67)","(167, 18)","(117, 47)"
"(244, 23)","(74, 185)","(140, 85)"
"(196, 47)","(37, 104)","(111, 70)"
"(133, 234)","(79, 223)","(111, 224)"
"(203, 226)","(138, 66)","(169, 148)"
"(188, 236)","(246, 24)","(227, 140)"
"(167, 46)","(53, 242)","(93, 127)"
"(254, 99)","(117, 15)","(167, 76)"
"(200, 217)","(132, 57)","(168, 135)"
"(223, 160)","(106, 236)","(163, 196)"
"(225, 43)","(41, 250)","(101, 114)"
"(134, 54)","(179, 36)","(157, 46)"
"(117, 178)","(18, 91)","(76, 126)"
"(216, 73)","(48, 121)","(129, 94)"
"(241, 207)","(84, 59)","(130, 166)"
"(67, 93)","(133, 21)","(101, 58)"
"(26, 140)","(12, 199)","(21, 171)"
"(41, 220)","(178, 248)","(98, 245)"
"(120, 108)","(190, 32)","(152, 67)"
"(21, 104)","(188, 141)","(99, 128)"
"(69, 33)","(204, 235)","(111, 159)"
"(137, 252)","(186, 219)","(153, 227)"
"(142, 7)","(248, 12)","(196, 8)"
"(221, 29)","(186, 157)","(211, 100)"
"(21, 214)","(239, 107)","(142, 173)"
"(104, 206)","(246, 8)","(147, 79)"
"(76, 28)","(107, 95)","(82, 71)"
"(238, 212)","(179, 251)","(212, 235)"
"(230, 249)","(161, 97)","(184, 185)"
"(110, 228)","(161, 161)","(140, 199)"
"(157, 129)","(171, 76)","(161, 100)"
"(60, 236)","(186, 58)","(98, 122)"
"(244, 76)","(13, 84)","(131, 83)"
"(119, 104)","(229, 236)","(163, 181)"
"(180, 233)","(175, 238)","(176, 234)"
"(185, 185)","(58, 209)","(128, 203)"
"(237, 240)","(161, 158)","(203, 195)"
"(51, 196)","(155, 190)","(104, 194)"
"(39, 144)","(194, 104)","(118, 126)"
"(249, 126)","(80, 71)","(166, 97)"
"(156, 97)","(232, 120)","(195, 107)"
"(167, 192)","(11, 180)","(95, 180)"
"(135, 62)","(121, 107)","(131, 87)"
"(79, 141)","(139, 85)","(110, 114)"
"(53, 138)","(88, 162)","(74, 146)"
"(107, 96)","(173, 237)","(139, 167)"
"(199, 227)","(146, 147)","(173, 187)"
"(247, 63)","(31, 123)","(141, 95)"
"(93, 232)","(219, 6)","(129, 92)"
"(181, 115)","(159, 57)","(166, 90)"
"(130, 44)","(250, 20)","(201, 43)"
"(224, 114)","(146, 91)","(188, 100)"
"(86, 62)","(177, 59)","(131, 60)"
"(239, 49)","(154, 73)","(190, 54)"
"(167, 29)","(4, 173)","(100, 115)"
"(194, 95)","(253, 58)","(227, 80)"
"(144, 17)","(92, 183)","(113, 95)"
