Start,Stop,Midpoint
"(254, 123)","(194, 110)","(228, 113)"
"(173, 180)","(157, 181)","(166, 181)"
"(22, 75)","(56, 176)","(54, 110)"
"(170, 149)","(214, 14)","(175, 65)"
"(191, 74)","(211, 41)","(208, 65)"
"(235, 229)","(96, 11)","(186, 100)"
"(160, 202)","(194, 70)","(188, 147)"
"(9, 213)","(99, 153)","(58, 187)"
"(106, 9)","(173, 43)","(132, 33)"
"(150, 7)","(50, 51)","(95, 24)"
"(4, 182)","(46, 22)","(29, 106)"
"(64, 115)","(152, 190)","(104, 156)"
"(129, 108)","(7, 45)","(62, 83)"
"(238, 143)","(167, 215)","(192, 168)"
"(225, 230)","(34, 51)","(110, 160)"
"(230, 53)","(235, 143)","(230, 100)"
"(248, 8)","(130, 163)","(156, 52)"
"(58, 231)","(97, 31)","(76, 130)"
"(226, 60)","(226, 125)","(226, 92)"
"(116, 41)","(221, 83)","(157, 73)"
"(160, 249)","(129, 80)","(137, 172)"
"(139, 187)","(144, 162)","(144, 177)"
"(190, 111)","(173, 85)","(182, 98)"
"(103, 189)","(125, 100)","(105, 136)"
"(140, 113)","(212, 183)","(170, 154)"
"(68, 116)","(232, 232)","(148, 176)"
"(134, 135)","(205, 238)","(170, 186)"
"(252, 0)","(180, 206)","(214, 101)"
"(82, 228)","(203, 216)","(140, 220)"
"(3, 209)","(215, 56)","(98, 122)"
"(250, 126)","(179, 234)","(219, 184)"
"(244, 5)","(216, 212)","(228, 106)"
"(222, 37)","(36, 100)","(128, 67)"
"(190, 27)","(43, 225)","(105, 114)"
"(12, 210)","(148, 152)","(78, 179)"
"(200, 173)","(245, 83)","(209, 115)"
"(135, 41)","(179, 38)","(158, 41)"
"(7, 87)","(138, 179)","(79, 126)"
"(139, 36)","(166, 51)","(154, 42)"
"(54, 111)","(179, 223)","(118, 165)"
"(135, 202)","(127, 179)","(135, 187)"
"(78, 167)","(32, 145)","(54, 157)"
"(1, 86)","(117, 188)","(76, 120)"
"(136, 15)","(17, 87)","(86, 60)"
"(209, 52)","(35, 84)","(111, 57)"
"(90, 236)","(28, 107)","(73, 158)"
"(161, 31)","(245, 254)","(199, 146)"
"(238, 155)","(127, 196)","(177, 170)"
"(167, 1)","(200, 223)","(189, 106)"
"(172, 208)","(235, 127)","(201, 165)"
"(122, 193)","(121, 110)","(121, 152)"
"(158, 86)","(152, 60)","(153, 75)"
"(166, 26)","(129, 208)","(145, 114)"
"(166, 205)","(44, 111)","(106, 157)"
"(178, 5)","(2, 185)","(109, 114)"
"(28, 254)","(178, 121)","(106, 191)"
"(179, 63)","(92, 163)","(121, 98)"
"(224, 92)","(178, 92)","(201, 92)"
"(115, 29)","(77, 217)","(81, 108)"
"(150, 197)","(173, 218)","(163, 206)"
"(42, 18)","(68, 78)","(46, 57)"
"(80, 224)","(50, 43)","(76, 123)"
"(252, 80)","(87, 100)","(164, 84)"
"(116, 28)","(167, 123)","(151, 66)"
"(56, 114)","(48, 87)","(53, 100)"
"(33, 229)","(82, 133)","(67, 191)"
"(13, 209)","(26, 198)","(22, 206)"
"(105, 101)","(242, 124)","(168, 118)"
"(165, 235)","(244, 250)","(200, 247)"
"(75, 115)","(29, 206)","(70, 178)"
"(42, 97)","(161, 112)","(98, 108)"
"(105, 2)","(84, 142)","(88, 65)"
"(218, 0)","(212, 162)","(219, 84)"
"(66, 168)","(108, 254)","(105, 193)"
"(92, 227)","(160, 226)","(125, 226)"
"(235, 242)","(252, 136)","(239, 185)"
"(155, 86)","(188, 158)","(183, 110)"
"(34, 102)","(107, 149)","(76, 120)"
"(90, 233)","(43, 220)","(60, 233)"
"(53, 240)","(141, 180)","(96, 209)"
"(255, 182)","(37, 98)","(120, 166)"
"(103, 232)","(38, 68)","(83, 138)"
"(119, 206)","(16, 39)","(75, 115)"
"(212, 146)","(78, 3)","(153, 67)"
"(144, 175)","(167, 121)","(164, 157)"
"(193, 130)","(110, 191)","(161, 170)"
"(98, 63)","(24, 249)","(75, 170)"
"(255, 134)","(215, 64)","(230, 104)"
"(103, 31)","(26, 138)","(71, 91)"
"(40, 213)","(212, 80)","(98, 119)"
"(76, 148)","(6, 234)","(44, 194)"
"(134, 38)","(48, 128)","(92, 84)"
"(235, 211)","(168, 162)","(203, 185)"
"(3, 156)","(214, 146)","(111, 154)"
"(161, 245)","(200, 234)","(186, 245)"
"(218, 108)","(64, 244)","(147, 182)"
"(250, 144)","(106, 4)","(163, 89)"
"(62, 153)","(183, 143)","(127, 153)"
"(58, 102)","(78, 176)","(76, 131)"
"(39, 93)","(92, 255)","(77, 162)"
"(230, 179)","(175, 13)","(198, 101)"
"(130, 65)","(57, 62)","(95, 62)"
"(79, 38)","(128, 183)","(98, 116)"
"(167, 83)","(170, 133)","(170, 106)"
"(156, 45)","(216, 217)","(192, 125)"
"(151, 195)","(210, 88)","(185, 146)"
"(113, 222)","(6, 190)","(64, 202)"
"(219, 212)","(129, 179)","(176, 194)"
"(139, 147)","(190, 140)","(164, 143)"
"(77, 89)","(75, 176)","(76, 132)"
"(8, 104)","(37, 108)","(20, 108)"
"(81, 105)","(232, 51)","(162, 84)"
"(132, 95)","(184, 191)","(164, 137)"
"(137, 235)","(139, 242)","(139, 237)"
"(252, 224)","(167, 75)","(224, 135)"
"(100, 239)","(57, 207)","(73, 229)"
"(106, 190)","(42, 152)","(78, 167)"
"(14, 250)","(14, 56)","(14, 153)"
"(170, 221)","(210, 9)","(175, 100)"
"(229, 51)","(22, 220)","(104, 114)"
"(91, 151)","(186, 175)","(135, 166)"
"(199, 30)","(203, 152)","(199, 93)"
"(175, 32)","(162, 65)","(168, 48)"
"(82, 119)","(88, 24)","(84, 71)"
"(57, 152)","(12, 31)","(49, 77)"
"(187, 22)","(28, 142)","(104, 78)"
"(6, 207)","(111, 17)","(53, 107)"
"(196, 24)","(42, 185)","(121, 106)"
"(96, 87)","(45, 92)","(70, 89)"
"(237, 37)","(163, 128)","(215, 97)"
"(176, 148)","(52, 200)","(115, 175)"
"(58, 184)","(155, 246)","(118, 203)"
"(184, 13)","(168, 127)","(169, 63)"
"(90, 239)","(5, 29)","(70, 112)"
"(97, 193)","(11, 214)","(53, 202)"
"(41, 160)","(170, 134)","(97, 139)"
"(103, 47)","(169, 243)","(137, 144)"
"(88, 57)","(36, 149)","(65, 106)"
"(97, 22)","(104, 218)","(104, 116)"
"(204, 153)","(186, 248)","(192, 197)"
"(125, 129)","(184, 112)","(157, 123)"
"(3, 44)","(162, 120)","(78, 86)"
"(52, 50)","(22, 4)","(42, 22)"
"(238, 165)","(5, 127)","(109, 160)"
"(251, 49)","(226, 54)","(238, 51)"
"(105, 67)","(163, 216)","(115, 160)"
"(112, 204)","(53, 81)","(83, 142)"
"(137, 242)","(243, 249)","(188, 247)"
"(55, 84)","(255, 115)","(158, 96)"
"(69, 157)","(136, 191)","(96, 180)"
"(87, 44)","(75, 206)","(76, 120)"
"(81, 163)","(173, 125)","(119, 136)"
"(1, 60)","(81, 215)","(22, 156)"
"(6, 147)","(112, 254)","(57, 202)"
"(220, 206)","(143, 10)","(189, 101)"
"(224, 117)","(193, 250)","(215, 190)"
"(187, 178)","(19, 131)","(104, 154)"
"(155, 164)","(26, 5)","(84, 91)"
"(97, 35)","(48, 191)","(76, 116)"
"(213, 128)","(84, 246)","(144, 182)"
"(15, 188)","(243, 163)","(126, 173)"
"(87, 103)","(177, 2)","(152, 73)"
"(154, 209)","(89, 56)","(109, 145)"
"(173, 180)","(54, 106)","(103, 154)"
"(3, 79)","(64, 103)","(34, 90)"
"(194, 113)","(82, 174)","(163, 168)"
"(215, 36)","(70, 146)","(137, 85)"
"(40, 236)","(68, 222)","(47, 222)"
"(225, 16)","(78, 175)","(141, 85)"
"(175, 12)","(111, 203)","(128, 94)"
"(25, 202)","(208, 35)","(111, 113)"
"(157, 247)","(101, 32)","(110, 159)"
"(241, 245)","(233, 244)","(237, 245)"
"(61, 130)","(95, 61)","(80, 98)"
"(142, 8)","(174, 104)","(152, 62)"
"(12, 151)","(213, 106)","(119, 136)"
"(43, 66)","(152, 208)","(94, 140)"
"(192, 44)","(44, 247)","(97, 124)"
"(119, 20)","(199, 100)","(153, 66)"
"(105, 204)","(50, 251)","(73, 223)"
"(162, 95)","(136, 42)","(151, 67)"
"(3, 90)","(73, 39)","(42, 69)"
"(165, 101)","(252, 236)","(228, 149)"
"(237, 155)","(231, 93)","(231, 127)"
"(87, 103)","(146, 109)","(115, 107)"
"(121, 208)","(128, 80)","(129, 148)"
"(203, 87)","(30, 167)","(104, 114)"
"(208, 95)","(232, 107)","(220, 101)"
"(86, 130)","(221, 1)","(152, 64)"
"(236, 245)","(199, 122)","(231, 170)"
"(171, 196)","(55, 164)","(120, 173)"
"(88, 199)","(81, 236)","(83, 216)"
"(62, 217)","(90, 242)","(65, 240)"
"(135, 245)","(190, 183)","(153, 205)"
"(208, 27)","(84, 224)","(121, 100)"
"(74, 31)","(133, 44)","(97, 44)"
"(53, 167)","(170, 45)","(112, 107)"
"(59, 209)","(209, 34)","(119, 107)"
"(1, 165)","(3, 219)","(2, 192)"
"(140, 49)","(25, 149)","(80, 96)"
"(44, 62)","(40, 210)","(38, 134)"
"(56, 13)","(89, 147)","(81, 71)"
"(53, 165)","(217, 77)","(120, 106)"
"(46, 64)","(111, 113)","(78, 89)"
"(252, 143)","(129, 22)","(174, 99)"
"(117, 66)","(189, 227)","(168, 131)"
"(96, 146)","(235, 246)","(175, 186)"
"(163, 52)","(83, 214)","(108, 118)"
"(140, 212)","(180, 199)","(160, 206)"
"(105, 8)","(55, 152)","(77, 77)"
"(19, 67)","(23, 48)","(19, 56)"
"(139, 17)","(18, 75)","(93, 60)"
"(73, 118)","(10, 155)","(38, 133)"
"(70, 42)","(169, 93)","(129, 58)"
"(35, 17)","(36, 191)","(37, 103)"
"(213, 11)","(20, 79)","(128, 56)"
"(15, 250)","(114, 128)","(74, 199)"
"(14, 188)","(230, 7)","(122, 98)"
"(116, 213)","(76, 124)","(98, 167)"
"(143, 2)","(10, 79)","(96, 60)"
"(207, 218)","(77, 111)","(140, 167)"
"(115, 84)","(60, 168)","(91, 129)"
"(81, 125)","(52, 89)","(68, 106)"
"(233, 93)","(31, 163)","(111, 107)"
"(137, 185)","(235, 74)","(192, 136)"
"(72, 247)","(59, 249)","(67, 249)"
"(159, 162)","(243, 79)","(204, 124)"
"(75, 28)","(52, 206)","(76, 127)"
"(178, 12)","(94, 121)","(147, 77)"
"(123, 83)","(250, 103)","(187, 92)"
"(142, 101)","(87, 25)","(127, 51)"
"(6, 71)","(11, 177)","(10, 122)"
"(170, 112)","(5, 125)","(94, 127)"
"(121, 251)","(21, 35)","(83, 131)"
"(7, 97)","(146, 243)","(100, 146)"
"(143, 100)","(9, 8)","(52, 78)"
"(207, 133)","(155, 211)","(179, 170)"
"(40, 1)","(15, 230)","(34, 122)"
"(89, 89)","(63, 239)","(77, 165)"
"(35, 6)","(160, 168)","(75, 109)"
"(247, 202)","(209, 207)","(228, 204)"
"(20, 185)","(117, 229)","(73, 202)"
"(41, 105)","(46, 12)","(41, 57)"
"(30, 59)","(235, 61)","(135, 58)"
"(186, 162)","(142, 150)","(166, 154)"
"(239, 53)","(233, 26)","(237, 39)"
"(251, 95)","(186, 253)","(219, 174)"
"(6, 135)","(15, 139)","(10, 137)"
"(215, 218)","(182, 192)","(207, 197)"
"(244, 251)","(149, 54)","(215, 134)"
"(52, 122)","(243, 228)","(147, 175)"
"(146, 224)","(40, 185)","(93, 205)"
"(148, 87)","(149, 129)","(149, 107)"
"(111, 205)","(203, 97)","(164, 158)"
"(75, 77)","(80, 210)","(77, 144)"
"(78, 121)","(41, 103)","(62, 110)"
"(101, 114)","(173, 163)","(138, 137)"
"(158, 0)","(241, 114)","(182, 74)"
"(52, 122)","(251, 76)","(147, 95)"
"(193, 5)","(96, 127)","(152, 73)"
"(135, 190)","(20, 164)","(80, 175)"
"(218, 106)","(251, 11)","(232, 56)"
"(123, 116)","(135, 91)","(123, 98)"
"(138, 174)","(159, 177)","(147, 177)"
"(72, 163)","(224, 21)","(141, 85)"
"(82, 58)","(148, 13)","(118, 39)"
"(223, 70)","(131, 237)","(189, 165)"
"(205, 220)","(129, 117)","(157, 179)"
"(132, 32)","(183, 209)","(162, 116)"
"(147, 41)","(252, 70)","(205, 50)"
"(163, 254)","(229, 75)","(193, 162)"
"(100, 245)","(16, 105)","(39, 194)"
"(95, 60)","(92, 178)","(93, 118)"
"(153, 30)","(79, 89)","(124, 67)"
"(223, 135)","(109, 207)","(172, 177)"
"(53, 131)","(88, 63)","(70, 97)"
"(145, 205)","(69, 119)","(108, 161)"
"(103, 2)","(194, 166)","(153, 79)"
"(116, 216)","(248, 243)","(195, 216)"
"(2, 101)","(249, 18)","(131, 65)"
"(204, 23)","(249, 15)","(222, 15)"
"(127, 66)","(86, 102)","(104, 81)"
"(84, 159)","(115, 26)","(87, 80)"
"(54, 236)","(116, 194)","(85, 215)"
"(237, 195)","(51, 46)","(107, 158)"
"(15, 80)","(93, 148)","(63, 105)"
"(62, 53)","(226, 105)","(147, 76)"
"(101, 156)","(238, 45)","(147, 78)"
"(243, 230)","(40, 170)","(139, 203)"
"(12, 37)","(218, 104)","(93, 92)"
"(164, 199)","(97, 140)","(134, 166)"
"(138, 130)","(238, 234)","(179, 191)"
"(232, 111)","(187, 233)","(219, 181)"
"(93, 2)","(16, 150)","(41, 62)"
"(115, 255)","(254, 26)","(198, 154)"
"(246, 16)","(8, 55)","(116, 24)"
"(246, 68)","(139, 85)","(199, 83)"
"(57, 73)","(163, 36)","(112, 57)"
"(168, 53)","(10, 151)","(90, 103)"
"(36, 251)","(45, 202)","(42, 228)"
"(237, 162)","(175, 206)","(213, 191)"
"(115, 195)","(197, 103)","(164, 157)"
"(130, 187)","(123, 30)","(130, 105)"
"(47, 218)","(185, 19)","(110, 113)"
"(234, 80)","(237, 231)","(234, 157)"
"(109, 113)","(145, 94)","(121, 98)"
"(125, 11)","(12, 32)","(72, 25)"
"(71, 52)","(197, 108)","(142, 72)"
"(48, 138)","(37, 67)","(38, 107)"
"(199, 189)","(88, 118)","(131, 166)"
"(87, 34)","(73, 113)","(78, 71)"
"(219, 178)","(10, 66)","(96, 141)"
"(205, 168)","(197, 119)","(200, 145)"
"(125, 192)","(225, 47)","(191, 136)"
"(170, 169)","(193, 55)","(178, 109)"
"(107, 174)","(255, 18)","(152, 67)"
"(192, 104)","(233, 166)","(214, 133)"
"(183, 45)","(249, 113)","(226, 69)"
"(127, 28)","(144, 188)","(130, 113)"
"(112, 194)","(54, 211)","(78, 197)"
"(111, 62)","(145, 18)","(133, 45)"
"(78, 191)","(90, 110)","(78, 145)"
"(77, 10)","(69, 188)","(77, 103)"
"(32, 157)","(203, 73)","(111, 109)"
"(53, 204)","(108, 47)","(76, 121)"
"(102, 165)","(153, 233)","(140, 186)"
"(85, 78)","(233, 87)","(157, 84)"
"(168, 158)","(97, 30)","(151, 76)"
"(135, 196)","(189, 194)","(163, 196)"
"(9, 225)","(235, 136)","(117, 176)"
"(64, 11)","(109, 27)","(81, 24)"
"(30, 76)","(236, 235)","(122, 166)"
"(47, 194)","(113, 145)","(77, 167)"
"(104, 86)","(68, 177)","(86, 131)"
"(73, 44)","(253, 119)","(160, 84)"
"(101, 166)","(5, 147)","(53, 157)"
"(50, 249)","(243, 193)","(143, 218)"
"(122, 151)","(192, 53)","(148, 93)"
"(130, 108)","(21, 221)","(77, 166)"
"(8, 59)","(249, 60)","(131, 58)"
"(195, 117)","(253, 126)","(222, 123)"
"(40, 42)","(86, 236)","(76, 126)"
"(199, 160)","(144, 39)","(172, 99)"
"(174, 188)","(198, 169)","(183, 176)"
"(217, 161)","(226, 81)","(222, 122)"
"(0, 181)","(59, 124)","(22, 145)"
"(17, 207)","(143, 145)","(82, 178)"
"(93, 182)","(161, 155)","(131, 173)"
"(35, 53)","(253, 164)","(153, 99)"
"(59, 243)","(168, 57)","(91, 128)"
"(178, 249)","(243, 99)","(219, 183)"
"(97, 29)","(33, 9)","(67, 17)"
"(45, 16)","(139, 102)","(82, 69)"
"(150, 61)","(37, 178)","(98, 124)"
"(131, 153)","(92, 34)","(109, 96)"
"(125, 194)","(197, 227)","(165, 206)"
"(131, 217)","(121, 152)","(131, 180)"
"(27, 85)","(192, 201)","(103, 149)"
"(145, 191)","(165, 47)","(159, 123)"
"(189, 225)","(204, 32)","(199, 131)"
"(242, 128)","(60, 226)","(154, 180)"
"(220, 34)","(171, 132)","(205, 92)"
"(43, 60)","(79, 60)","(61, 60)"
"(114, 211)","(119, 234)","(118, 221)"
"(133, 251)","(122, 250)","(128, 250)"
"(10, 78)","(253, 205)","(113, 160)"
"(4, 199)","(204, 90)","(88, 129)"
"(232, 73)","(64, 40)","(158, 47)"
"(72, 214)","(84, 241)","(73, 232)"
"(225, 231)","(20, 90)","(118, 165)"
"(189, 44)","(149, 152)","(161, 90)"
"(121, 3)","(79, 57)","(109, 39)"
"(80, 116)","(35, 238)","(67, 186)"
"(162, 120)","(220, 207)","(175, 179)"
"(77, 86)","(238, 109)","(159, 96)"
"(137, 202)","(34, 31)","(76, 126)"
"(164, 79)","(225, 187)","(195, 132)"
"(99, 246)","(110, 214)","(100, 226)"
"(27, 90)","(96, 158)","(71, 114)"
"(210, 117)","(163, 2)","(176, 70)"
"(205, 243)","(114, 64)","(148, 165)"
"(35, 84)","(153, 26)","(98, 59)"
"(100, 168)","(118, 218)","(106, 196)"
"(129, 89)","(145, 194)","(133, 145)"
"(4, 186)","(125, 130)","(59, 153)"
"(38, 114)","(210, 48)","(112, 69)"
"(87, 137)","(237, 174)","(147, 170)"
"(70, 140)","(89, 230)","(78, 186)"
"(27, 249)","(169, 25)","(90, 129)"
"(229, 252)","(217, 234)","(223, 243)"
"(223, 158)","(156, 225)","(174, 176)"
"(238, 172)","(24, 151)","(127, 166)"
"(158, 215)","(44, 202)","(105, 205)"
"(20, 42)","(226, 160)","(126, 98)"
"(227, 97)","(81, 26)","(152, 64)"
"(191, 44)","(206, 172)","(198, 108)"
"(130, 209)","(95, 29)","(104, 128)"
"(142, 192)","(102, 205)","(126, 202)"
"(58, 204)","(17, 50)","(21, 144)"
"(136, 76)","(44, 11)","(88, 46)"
"(60, 125)","(175, 57)","(121, 95)"
"(204, 32)","(193, 160)","(202, 99)"
"(155, 39)","(206, 121)","(166, 94)"
"(173, 168)","(227, 114)","(199, 140)"
"(93, 71)","(104, 211)","(100, 139)"
"(139, 19)","(223, 67)","(176, 48)"
"(106, 12)","(94, 56)","(105, 39)"
"(158, 41)","(175, 100)","(159, 78)"
"(0, 134)","(200, 98)","(87, 103)"
"(159, 9)","(88, 46)","(135, 39)"
"(148, 120)","(148, 16)","(148, 68)"
"(2, 117)","(77, 70)","(37, 91)"
"(59, 8)","(60, 177)","(54, 93)"
"(180, 32)","(181, 120)","(179, 76)"
"(182, 139)","(177, 125)","(182, 130)"
"(137, 126)","(36, 240)","(92, 188)"
"(136, 74)","(236, 89)","(181, 86)"
"(192, 193)","(74, 156)","(141, 167)"
"(215, 130)","(64, 181)","(154, 170)"
"(167, 232)","(223, 139)","(179, 170)"
"(240, 144)","(127, 222)","(174, 173)"
"(136, 112)","(68, 144)","(98, 124)"
"(229, 109)","(92, 137)","(161, 123)"
"(6, 86)","(37, 59)","(26, 77)"
"(79, 242)","(232, 95)","(157, 170)"
"(158, 6)","(123, 149)","(147, 84)"
"(128, 79)","(28, 119)","(79, 100)"
"(205, 239)","(190, 102)","(198, 170)"
"(21, 11)","(166, 87)","(118, 24)"
"(60, 4)","(14, 232)","(38, 119)"
"(104, 22)","(163, 138)","(151, 62)"
"(54, 95)","(249, 133)","(167, 98)"
"(57, 201)","(148, 138)","(111, 178)"
"(39, 35)","(22, 236)","(30, 135)"
"(69, 156)","(1, 106)","(21, 145)"
"(100, 6)","(15, 130)","(55, 65)"
"(102, 16)","(180, 69)","(138, 45)"
"(56, 182)","(54, 206)","(54, 193)"
"(46, 184)","(118, 135)","(70, 148)"
"(181, 45)","(124, 39)","(154, 41)"
"(93, 136)","(46, 14)","(62, 83)"
"(73, 196)","(96, 116)","(77, 149)"
"(164, 102)","(104, 138)","(140, 126)"
"(15, 236)","(220, 192)","(110, 207)"
"(95, 220)","(104, 1)","(102, 113)"
"(228, 60)","(42, 43)","(140, 46)"
"(248, 202)","(224, 185)","(236, 194)"
"(47, 20)","(178, 98)","(132, 39)"
"(225, 37)","(81, 47)","(152, 41)"
"(161, 87)","(252, 61)","(212, 80)"
"(0, 184)","(179, 111)","(88, 146)"
"(149, 137)","(72, 92)","(118, 107)"
"(110, 31)","(119, 139)","(114, 85)"
"(129, 189)","(179, 97)","(166, 155)"
"(94, 237)","(71, 77)","(78, 162)"
"(67, 105)","(42, 189)","(57, 149)"
"(165, 26)","(94, 70)","(122, 40)"
"(161, 152)","(144, 107)","(156, 126)"
"(166, 89)","(101, 184)","(111, 114)"
"(249, 54)","(60, 3)","(142, 41)"
"(247, 247)","(132, 192)","(194, 215)"
"(236, 244)","(11, 152)","(119, 203)"
"(252, 11)","(196, 225)","(227, 121)"
"(161, 252)","(191, 111)","(172, 178)"
"(160, 184)","(77, 36)","(103, 126)"
"(87, 174)","(59, 156)","(74, 164)"
"(112, 53)","(237, 10)","(173, 30)"
"(129, 108)","(21, 187)","(72, 144)"
"(110, 155)","(122, 225)","(110, 196)"
"(84, 72)","(107, 7)","(88, 32)"
"(116, 30)","(15, 168)","(51, 84)"
"(166, 176)","(7, 97)","(93, 130)"
"(136, 166)","(8, 103)","(70, 137)"
"(218, 100)","(33, 16)","(139, 45)"
"(123, 206)","(196, 156)","(157, 179)"
"(67, 234)","(213, 186)","(145, 215)"
"(239, 191)","(139, 219)","(182, 198)"
"(57, 10)","(255, 218)","(171, 99)"
"(58, 184)","(41, 252)","(41, 209)"
"(116, 56)","(162, 148)","(151, 90)"
"(128, 237)","(178, 56)","(164, 158)"
"(191, 35)","(108, 224)","(121, 101)"
"(94, 226)","(241, 223)","(166, 223)"
"(15, 42)","(120, 103)","(59, 81)"
"(3, 48)","(190, 230)","(94, 141)"
"(5, 93)","(84, 45)","(46, 71)"
"(224, 161)","(225, 2)","(223, 81)"
"(138, 107)","(175, 33)","(152, 66)"
"(9, 22)","(14, 186)","(10, 105)"
"(1, 149)","(20, 45)","(14, 101)"
"(53, 174)","(1, 132)","(23, 157)"
"(137, 67)","(251, 191)","(194, 129)"
"(222, 176)","(254, 25)","(248, 111)"
"(187, 193)","(156, 62)","(167, 132)"
"(128, 248)","(190, 17)","(150, 124)"
"(74, 68)","(132, 211)","(87, 155)"
"(119, 107)","(134, 180)","(120, 150)"
"(38, 134)","(249, 99)","(151, 124)"
"(136, 247)","(247, 180)","(178, 200)"
"(205, 147)","(162, 120)","(181, 136)"
"(33, 49)","(37, 210)","(37, 127)"
"(69, 130)","(128, 128)","(97, 128)"
"(159, 154)","(32, 196)","(97, 176)"
"(237, 96)","(10, 196)","(98, 120)"
"(123, 208)","(179, 250)","(150, 230)"
"(197, 20)","(134, 195)","(147, 90)"
"(171, 99)","(139, 134)","(155, 116)"
"(196, 88)","(112, 85)","(156, 85)"
"(143, 57)","(32, 254)","(77, 145)"
"(29, 103)","(181, 224)","(108, 160)"
"(81, 225)","(197, 35)","(116, 107)"
"(232, 164)","(157, 229)","(174, 176)"
"(118, 131)","(117, 255)","(118, 193)"
"(233, 180)","(139, 26)","(188, 101)"
"(2, 199)","(158, 43)","(88, 129)"
"(81, 35)","(246, 168)","(167, 98)"
"(228, 154)","(37, 208)","(125, 173)"
"(111, 51)","(116, 195)","(109, 125)"
"(80, 249)","(237, 229)","(168, 249)"
"(72, 69)","(127, 148)","(109, 99)"
"(72, 50)","(210, 122)","(148, 79)"
"(161, 145)","(168, 13)","(161, 76)"
"(78, 211)","(245, 139)","(163, 177)"
"(78, 222)","(190, 233)","(135, 226)"
"(241, 180)","(54, 160)","(142, 176)"
"(172, 27)","(8, 67)","(89, 46)"
"(5, 1)","(246, 135)","(144, 49)"
"(24, 245)","(24, 253)","(24, 249)"
"(26, 156)","(39, 88)","(33, 123)"
"(150, 240)","(205, 54)","(170, 140)"
"(61, 239)","(170, 185)","(129, 226)"
"(20, 100)","(195, 58)","(105, 77)"
"(110, 220)","(136, 14)","(112, 108)"
"(163, 72)","(68, 197)","(98, 117)"
"(10, 102)","(76, 218)","(29, 174)"
"(45, 242)","(240, 213)","(136, 221)"
"(156, 90)","(123, 158)","(141, 125)"
"(220, 21)","(183, 237)","(201, 128)"
"(198, 78)","(204, 234)","(199, 158)"
"(158, 37)","(74, 12)","(117, 24)"
"(176, 168)","(199, 23)","(176, 84)"
"(1, 46)","(198, 55)","(103, 46)"
"(154, 18)","(84, 131)","(132, 87)"
"(70, 87)","(194, 240)","(129, 166)"
"(157, 84)","(184, 135)","(178, 102)"
"(219, 69)","(62, 94)","(144, 85)"
"(137, 141)","(84, 208)","(112, 176)"
"(115, 176)","(141, 42)","(128, 109)"
"(12, 147)","(45, 86)","(21, 109)"
"(78, 203)","(239, 71)","(121, 100)"
"(23, 174)","(223, 165)","(126, 173)"
"(78, 55)","(121, 248)","(91, 160)"
"(101, 206)","(104, 185)","(104, 197)"
"(112, 169)","(134, 144)","(128, 162)"
"(136, 16)","(114, 124)","(133, 78)"
"(80, 78)","(200, 96)","(143, 84)"
"(212, 21)","(250, 120)","(231, 70)"
"(242, 235)","(100, 73)","(149, 176)"
"(163, 250)","(27, 68)","(103, 151)"
"(133, 154)","(216, 4)","(152, 57)"
"(163, 99)","(127, 157)","(142, 125)"
"(113, 160)","(163, 141)","(135, 148)"
"(42, 119)","(102, 80)","(73, 101)"
"(219, 48)","(202, 1)","(206, 29)"
"(50, 201)","(29, 209)","(36, 201)"
"(221, 239)","(23, 141)","(145, 167)"
"(194, 33)","(213, 49)","(207, 37)"
"(42, 131)","(10, 14)","(37, 62)"
"(91, 107)","(113, 144)","(108, 119)"
"(196, 76)","(75, 106)","(132, 87)"
"(116, 178)","(146, 151)","(132, 166)"
"(121, 181)","(74, 175)","(96, 180)"
"(229, 176)","(219, 143)","(229, 155)"
"(55, 87)","(20, 81)","(40, 82)"
"(198, 163)","(229, 130)","(212, 145)"
"(101, 78)","(51, 210)","(76, 144)"
"(91, 199)","(202, 7)","(130, 87)"
"(27, 125)","(126, 122)","(78, 125)"
"(164, 255)","(86, 134)","(140, 180)"
"(23, 233)","(83, 241)","(56, 234)"
"(85, 203)","(136, 81)","(105, 137)"
"(143, 48)","(136, 158)","(143, 106)"
"(93, 148)","(225, 209)","(157, 180)"
"(50, 203)","(65, 212)","(56, 209)"
"(63, 82)","(208, 178)","(150, 115)"
"(216, 218)","(134, 144)","(170, 186)"
"(147, 186)","(89, 18)","(120, 100)"
"(101, 217)","(187, 116)","(153, 176)"
"(58, 253)","(119, 142)","(100, 209)"
"(29, 218)","(33, 172)","(32, 196)"
"(102, 129)","(144, 21)","(116, 68)"
"(232, 38)","(215, 81)","(223, 59)"
"(172, 109)","(105, 109)","(139, 109)"
"(111, 168)","(250, 161)","(184, 168)"
"(188, 243)","(90, 211)","(142, 224)"
"(137, 79)","(159, 163)","(152, 117)"
"(97, 28)","(36, 176)","(72, 107)"
"(126, 115)","(178, 123)","(154, 117)"
"(53, 80)","(170, 18)","(112, 50)"
"(138, 82)","(169, 180)","(160, 124)"
"(119, 32)","(174, 212)","(160, 108)"
"(124, 52)","(186, 146)","(165, 89)"
"(141, 21)","(171, 191)","(160, 102)"
"(5, 97)","(249, 218)","(118, 166)"
"(171, 129)","(37, 145)","(96, 129)"
"(210, 67)","(58, 223)","(103, 114)"
"(247, 40)","(216, 205)","(227, 118)"
"(152, 176)","(50, 121)","(97, 153)"
